username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
kaitlynrosateli;2012-11-11 18:47;0;0;"@Real_Liam_Payne I live in Staten Island,NYC and we were severely affected by hurricanesandy & it would be amazing if you could help us!.xxx";;@Real_Liam_Payne;;"267775591086964736";https://twitter.com/kaitlynrosateli/status/267775591086964736
kaitlynrosateli;2012-11-11 18:47;0;0;"@Real_Liam_Payne I live in Staten Island,NYC and we were severely affected by hurricanesandy & it would be amazing if you could help us! Xxx";;@Real_Liam_Payne;;"267775540088426496";https://twitter.com/kaitlynrosateli/status/267775540088426496
kaitlynrosateli;2012-11-11 18:47;0;0;"@Real_Liam_Payne I live in Staten Island,NYC and we were severely affected by hurricanesandy & it would be amazing if you could help us! xxX";;@Real_Liam_Payne;;"267775512074653696";https://twitter.com/kaitlynrosateli/status/267775512074653696
kaitlynrosateli;2012-11-11 18:47;0;0;"@Real_Liam_Payne I live in Staten Island,NYC and we were severely affected by hurricanesandy & it would be amazing if you could help us! xx.";;@Real_Liam_Payne;;"267775475978473472";https://twitter.com/kaitlynrosateli/status/267775475978473472
kaitlynrosateli;2012-11-11 18:46;0;0;"@Real_Liam_Payne I live in Staten Island,NYC and we were severely affected by hurricanesandy & it would be amazing if you could help us! .xx";;@Real_Liam_Payne;;"267775451383091201";https://twitter.com/kaitlynrosateli/status/267775451383091201
kaitlynrosateli;2012-11-11 18:46;0;0;"@Real_Liam_Payne I live in Staten Island,NYC and we were severely affected by hurricanesandy & it would be amazing if you could help us!xxx";;@Real_Liam_Payne;;"267775412837441536";https://twitter.com/kaitlynrosateli/status/267775412837441536
kaitlynrosateli;2012-11-11 18:46;0;0;"@Real_Liam_Payne I live in Staten Island,NYC and we were severely affected by hurricanesandy & it would be amazing if you could help us! xxx";;@Real_Liam_Payne;;"267775373603921920";https://twitter.com/kaitlynrosateli/status/267775373603921920
GossipDetector;2012-11-11 18:45;0;0;"Plz flw @GossipGawk : Jessica Chastain &amp; Matt Bomer Celebrate “The Heiress” - It was a... http:// j.mp/Ti2gh3 #HurricaneSandy";;@GossipGawk;#HurricaneSandy;"267775185967529984";https://twitter.com/GossipDetector/status/267775185967529984
kaitlynrosateli;2012-11-11 18:45;0;0;"@Real_Liam_Payne I live in Staten Island,NYC and we were severely affected by hurricanesandy & it would be amazing if you could help us! xx";;@Real_Liam_Payne;;"267775101754294272";https://twitter.com/kaitlynrosateli/status/267775101754294272
HillbillyGossip;2012-11-11 18:45;0;0;"Hurricane Sandy benefit concerts roundup: Chris Cornell, Phillip Phillips, Louis... http:// bit.ly/TyowBp #ChrisCornell #HurricaneSandy";;;#ChrisCornell #HurricaneSandy;"267775101750099968";https://twitter.com/HillbillyGossip/status/267775101750099968
LeviMargolin;2012-11-11 18:44;1;0;"Standing ovation for Shluchim affected by #hurricanesandy yet spend their time providing for other victims. #kinus";;;#hurricanesandy #kinus;"267774927141216256";https://twitter.com/LeviMargolin/status/267774927141216256
Rednekked_;2012-11-11 18:44;0;0;"Plz Flw @RedneckRag : With can-do stance on marathon, mayor misreads #NYC - NEW YORK Mayor Michael... http:// j.mp/Ur6zWx #HurricaneSandy";;@RedneckRag;#NYC #HurricaneSandy;"267774917821468674";https://twitter.com/Rednekked_/status/267774917821468674
erikwill;2012-11-11 18:43;0;0;"Red Cross is not the federal government. They do a lot. They can't do everything. #HurricaneSandy";;;#HurricaneSandy;"267774631660879872";https://twitter.com/erikwill/status/267774631660879872
JessRunsHappy;2012-11-11 18:43;0;0;"run aground #sandy #newjersey #jerseyshore #jersey #hurricanesandy http:// instagr.am/p/R6HkLspiG3/";;;#sandy #newjersey #jerseyshore #jersey #hurricanesandy;"267774595958992897";https://twitter.com/JessRunsHappy/status/267774595958992897
LaminSwann;2012-11-11 18:43;0;0;"watching #RedCross slipping up again with #HurricaneSandy on @NBCNews . #fail #SendMoneyElsewhere #fb";;@NBCNews;#RedCross #HurricaneSandy #fail #SendMoneyElsewhere #fb;"267774558034092032";https://twitter.com/LaminSwann/status/267774558034092032
GossipDetector;2012-11-11 18:43;0;0;"Plz flw @GossipGawk : Jessica Chastain &amp; Matt Bomer Celebrate “The Heiress” - It was a... http:// j.mp/SDHfQq #HurricaneSandy";;@GossipGawk;#HurricaneSandy;"267774553445527554";https://twitter.com/GossipDetector/status/267774553445527554
43BrianB;2012-11-11 18:41;0;0;"Been 2 weeks since #hurricanesandy and my aunt just got her power back on now. Too bad they can't bury power lines;this wouldn't happen then";;;#hurricanesandy;"267774139081830400";https://twitter.com/43BrianB/status/267774139081830400
nickkimauceri;2012-11-11 18:41;0;0;"@Real_Liam_Payne did you hear about #HurricaneSandy ?";;@Real_Liam_Payne;#HurricaneSandy;"267774132928790528";https://twitter.com/nickkimauceri/status/267774132928790528
ElvanMcM;2012-11-11 18:41;1;0;"Don't miss this touching video with Home as the soundtrack @Phillips More Than a Mission: http:// youtu.be/BZG7Q-f6nwM #HurricaneSandy";;@Phillips;#HurricaneSandy;"267774101580562432";https://twitter.com/ElvanMcM/status/267774101580562432
ShellyG80129;2012-11-11 18:41;0;0;"@foxandfriends My Stefanie (9) collected on her own 11 bags of coats & blankets for #hurricaneSandy families My hero! pic.twitter.com/YjYlqFLh";;@foxandfriends;#hurricaneSandy;"267774090033631233";https://twitter.com/ShellyG80129/status/267774090033631233
icnate;2012-11-11 18:41;1;0;"Some people who didn't believe in #God started believing in #God immediately after #hurricanesandy hit their city. #Amen";;;#God #God #hurricanesandy #Amen;"267774006118207488";https://twitter.com/icnate/status/267774006118207488
KRISBONE;2012-11-11 18:38;1;0;"Storm drawings #hurricanesandy #sandy #storm #art #artwork #drawings #superheroes #spiderman #ironman http:// instagr.am/p/R6G1bdv0nr/";;;#hurricanesandy #sandy #storm #art #artwork #drawings #superheroes #spiderman #ironman;"267773286925074432";https://twitter.com/KRISBONE/status/267773286925074432
omgnohedidnt;2012-11-11 18:36;0;0;"Wider shot/ Budweiser Can I found washed up on shore @Rye Town Park Beach #hurricanesandy @Rye Town Park http:// instagr.am/p/R6Glg4ntEh/";;@Rye @Rye;#hurricanesandy;"267772862717386752";https://twitter.com/omgnohedidnt/status/267772862717386752
anna_m_salerno;2012-11-11 18:35;0;0;"I have not had to acknowledge alternate side parking in NYC in 3 weeks. #HurricaneSandy #NoreasterAthena #Diwali #VeteransDay";;;#HurricaneSandy #NoreasterAthena #Diwali #VeteransDay;"267772561906102273";https://twitter.com/anna_m_salerno/status/267772561906102273
evelubrano;2012-11-11 18:33;0;0;"@slikrose Awesome. I'm tired. Long weekend. #HurricaneSandy screwed up my Island";;@slikrose;#HurricaneSandy;"267771989429731329";https://twitter.com/evelubrano/status/267771989429731329
juskeepsweating;2012-11-11 18:32;0;1;"$500+ has been raised for #racingforrelief so far! I am so happy to help #hurricanesandy victims JOIN US & WIN PRIZES! http://www. justkeepsweating.com/2012/11/racing -for-relief-helping-hurricane.html …";;;#racingforrelief #hurricanesandy;"267771885180309504";https://twitter.com/juskeepsweating/status/267771885180309504
KimmieSmithson;2012-11-11 18:31;0;0;"@MartinTruexJr56 hey Martin, better luck next race!!! Thank you for all your help with #HurricaneSandy";;@MartinTruexJr56;#HurricaneSandy;"267771675481886720";https://twitter.com/KimmieSmithson/status/267771675481886720
PersiHellecat;2012-11-11 18:31;0;0;"#HurricaneSandy benefit Tilles Center CW POST 11/29 http://www. youtube.com/watch?v=9tHXx0 Iniac …";;;#HurricaneSandy;"267771455612260352";https://twitter.com/PersiHellecat/status/267771455612260352
KCMCareers;2012-11-11 18:30;0;0;"#Victory for our Partners and Friends concerning #HurricaneSandy ! http:// ow.ly/f2Joq";;;#Victory #HurricaneSandy;"267771367645138946";https://twitter.com/KCMCareers/status/267771367645138946
HoyaSAAC;2012-11-11 18:30;0;0;"Basketball game starts NOW!! Come and donate money to help those affected by #HurricaneSandy ! #HOYASAXA";;;#HurricaneSandy #HOYASAXA;"267771206890045440";https://twitter.com/HoyaSAAC/status/267771206890045440
PegasusTRANSFLO;2012-11-11 18:30;3;0;"Due to the severe weather conditions caused by #HurricaneSandy , pick-ups and deliveries may be impacted. http:// on.fb.me/SYSseA";;;#HurricaneSandy;"267771206445449216";https://twitter.com/PegasusTRANSFLO/status/267771206445449216
schematicdnb;2012-11-11 18:29;0;0;"New tune with Adrian Go! https:// soundcloud.com/schematic/sche matic-adrian-go … #dnb #frankenstorm #hurricanesandy";;;#dnb #frankenstorm #hurricanesandy;"267771013796880384";https://twitter.com/schematicdnb/status/267771013796880384
zacharykussin;2012-11-11 18:27;0;0;"@johnnyriles haha #wish . This was because of that girl #hurricanesandy";;@johnnyriles;#wish #hurricanesandy;"267770654126923776";https://twitter.com/zacharykussin/status/267770654126923776
PersiHellecat;2012-11-11 18:26;0;0;"@KathyJacobsonPR #HurricaneSandy benefit Nov 29 Tilles Center CW Post with Raul Ibanez, Michael Kay and moreTickets available now! Please RT";;@KathyJacobsonPR;#HurricaneSandy;"267770193835618305";https://twitter.com/PersiHellecat/status/267770193835618305
PersiHellecat;2012-11-11 18:24;1;0;"@PureDerekHough #HurricaneSandy benefit Nov 29 Tilles Center CW Post with Raul Ibanez, Michael Kay and more.Tickets available now! Please RT";;@PureDerekHough;#HurricaneSandy;"267769825315676160";https://twitter.com/PersiHellecat/status/267769825315676160
PersiHellecat;2012-11-11 18:24;0;0;"@SherriEShepherd #HurricaneSandy benefit Nov 29 Tilles Center CW Post with Raul Ibanez, Michael Kay and moreTickets available now! Please RT";;@SherriEShepherd;#HurricaneSandy;"267769690665918464";https://twitter.com/PersiHellecat/status/267769690665918464
PersiHellecat;2012-11-11 18:23;0;0;"@ESPNRF #HurricaneSandy benefit Nov 29 Tilles Center CW Post with Raul Ibanez, Michael Kay and more. Tickets available now! Please RT";;@ESPNRF;#HurricaneSandy;"267769504304599040";https://twitter.com/PersiHellecat/status/267769504304599040
PersiHellecat;2012-11-11 18:22;0;0;"@ochocinco #HurricaneSandy benefit Nov 29 Tilles Center CW Post with Raul Ibanez, Michael Kay and more. Tickets available now! Please RT";;@ochocinco;#HurricaneSandy;"267769405029642240";https://twitter.com/PersiHellecat/status/267769405029642240
PersiHellecat;2012-11-11 18:22;0;0;"@HuffingtonPost #HurricaneSandy benefit Nov 29 Tilles Center CW Post with Raul Ibanez, Michael Kay and more.Tickets available now! Please RT";;@HuffingtonPost;#HurricaneSandy;"267769348070973440";https://twitter.com/PersiHellecat/status/267769348070973440
deirdreglussich;2012-11-11 18:22;0;0;"#hurricanesandy #ac #atlanticcity #jersey #strong #intherelikeswimwear #partytime @mikeymacz http:// instagr.am/p/R6FHXpupnM/";;@mikeymacz;#hurricanesandy #ac #atlanticcity #jersey #strong #intherelikeswimwear #partytime;"267769331537022977";https://twitter.com/deirdreglussich/status/267769331537022977
LisaTamburini;2012-11-11 18:22;1;0;"Great Night, awesome turnout! #Hamptons #HurricaneSandy http:// easthampton.patch.com/articles/hurri cane-sandy-benefit#photo-12119552 …";;;#Hamptons #HurricaneSandy #photo;"267769264407191552";https://twitter.com/LisaTamburini/status/267769264407191552
PersiHellecat;2012-11-11 18:22;0;0;"@glenmazzara #HurricaneSandy benefit Nov 29 Tilles Center CW Post with Raul Ibanez, Michael Kay and more. Tickets available now! Please RT";;@glenmazzara;#HurricaneSandy;"267769251786551296";https://twitter.com/PersiHellecat/status/267769251786551296
NYlife1022;2012-11-11 18:22;0;0;"@ArianaGrande so im getting sick because i was sleeping in30 degree weather just got my power back 2 days ago #hurricanesandy";;@ArianaGrande;#hurricanesandy;"267769232941527041";https://twitter.com/NYlife1022/status/267769232941527041
PersiHellecat;2012-11-11 18:21;0;0;"@RealMichaelKay #HurricaneSandy benefit Nov 29 Tilles Center CW Post with Raul Ibanez, Michael Kay and more.Tickets available now! Please RT";;@RealMichaelKay;#HurricaneSandy;"267769114561482753";https://twitter.com/PersiHellecat/status/267769114561482753
PersiHellecat;2012-11-11 18:21;0;0;"@MaksimC #HurricaneSandy benefit Nov 29 Tilles Center CW Post with Raul Ibanez, Michael Kay and more. Tickets available now! Please RT";;@MaksimC;#HurricaneSandy;"267768982411571200";https://twitter.com/PersiHellecat/status/267768982411571200
PersiHellecat;2012-11-11 18:20;0;0;"@OpenRoadMedia #HurricaneSandy benefit Nov 29 Tilles Center CW Post with Raul Ibanez, Michael Kay and more. Tickets available now! Please RT";;@OpenRoadMedia;#HurricaneSandy;"267768819001466880";https://twitter.com/PersiHellecat/status/267768819001466880
PersiHellecat;2012-11-11 18:19;0;0;"@MarthaStewart #HurricaneSandy benefit Nov 29 Tilles Center CW Post with Raul Ibanez, Michael Kay and more. Tickets available now! Please RT";;@MarthaStewart;#HurricaneSandy;"267768614705324033";https://twitter.com/PersiHellecat/status/267768614705324033
PetSmartChariTs;2012-11-11 18:19;7;0;"PHOTOS: volunteers loading our Emergency Relief Waggin' vehicles for @redcross #hurricanesandy #relief #sandypets #pets http:// ow.ly/fcnep";;@redcross;#hurricanesandy #relief #sandypets #pets;"267768450477338624";https://twitter.com/PetSmartChariTs/status/267768450477338624
PersiHellecat;2012-11-11 18:18;1;0;"@BleednYankeeBlu #HurricaneSandy benefit Nov 29 Tilles Center CW Post with Raul Ibanez, Michael Kay and moreTickets available now! Please RT";;@BleednYankeeBlu;#HurricaneSandy;"267768376665985024";https://twitter.com/PersiHellecat/status/267768376665985024
PersiHellecat;2012-11-11 18:17;0;0;"@BxBaseballDaily #HurricaneSandy benefit Nov 29 Tilles Center CW Post with Raul Ibanez, Michael Kay and moreTickets available now! Please RT";;@BxBaseballDaily;#HurricaneSandy;"267768086768279552";https://twitter.com/PersiHellecat/status/267768086768279552
Bismakamal;2012-11-11 18:17;0;0;"#HurricaneSandy Unwanted donations, like Romney's, now a "disaster" for Red Cross - AMERICAblog (blog): A... http:// bit.ly/Zb9OH3 #Sandy";;;#HurricaneSandy #Sandy;"267768068439154689";https://twitter.com/Bismakamal/status/267768068439154689
BilalFaridi;2012-11-11 18:17;0;0;"#HurricaneSandy Unwanted donations, like Romney's, now a "disaster" for Red Cross - AMERICAblog (blog): A... http:// bit.ly/Zb9OH3 #Sandy";;;#HurricaneSandy #Sandy;"267768067692589056";https://twitter.com/BilalFaridi/status/267768067692589056
FaridiBilal;2012-11-11 18:17;0;0;"#HurricaneSandy Unwanted donations, like Romney's, now a "disaster" for Red Cross - AMERICAblog (blog): A... http:// bit.ly/Zb9OH3 #Sandy";;;#HurricaneSandy #Sandy;"267768067000500224";https://twitter.com/FaridiBilal/status/267768067000500224
Khalid_Saghir;2012-11-11 18:17;0;0;"#HurricaneSandy Unwanted donations, like Romney's, now a "disaster" for Red Cross - AMERICAblog (blog): A... http:// bit.ly/Zb9OH3 #Sandy";;;#HurricaneSandy #Sandy;"267768066161668097";https://twitter.com/Khalid_Saghir/status/267768066161668097
kamaluf;2012-11-11 18:17;0;0;"#HurricaneSandy Unwanted donations, like Romney's, now a "disaster" for Red Cross - AMERICAblog (blog): A... http:// bit.ly/Zb9OH3 #Sandy";;;#HurricaneSandy #Sandy;"267768065335386112";https://twitter.com/kamaluf/status/267768065335386112
KamalFaridi;2012-11-11 18:17;0;0;"#HurricaneSandy Unwanted donations, like Romney's, now a "disaster" for Red Cross - AMERICAblog (blog): A... http:// bit.ly/Zb9OH3 #Sandy";;;#HurricaneSandy #Sandy;"267768064538443777";https://twitter.com/KamalFaridi/status/267768064538443777
PersiHellecat;2012-11-11 18:16;1;0;"@YANK33_FAN #HurricaneSandy benefit Nov 29 Tilles Center CW Post with Raul Ibanez, Michael Kay and more. Tickets available now! Please RT";;@YANK33_FAN;#HurricaneSandy;"267767898750214144";https://twitter.com/PersiHellecat/status/267767898750214144
Nattalyee;2012-11-11 18:16;0;0;"#hurricanesandy done brought out the worst in ppl!";;;#hurricanesandy;"267767714393763840";https://twitter.com/Nattalyee/status/267767714393763840
PersiHellecat;2012-11-11 18:16;0;0;"@Pettitte_News #HurricaneSandy benefit Nov 29 Tilles Center CW Post with Raul Ibanez, Michael Kay and more. Tickets available now! Please RT";;@Pettitte_News;#HurricaneSandy;"267767669112057856";https://twitter.com/PersiHellecat/status/267767669112057856
facefranchise;2012-11-11 18:15;0;0;"@FiremanEd42 Please RT http:// faceofthefranchise.com/husarechtee.ht ml … - Buy a tshirt & donate to organizations dedicated to helping those affected by #HurricaneSandy";;@FiremanEd42;#HurricaneSandy;"267767648006328320";https://twitter.com/facefranchise/status/267767648006328320
PersiHellecat;2012-11-11 18:15;1;0;"@MikeSilvaMedia #HurricaneSandy benefit Nov 29 Tilles Center CW Post with Raul Ibanez, Michael Kay and more.Tickets available now! Please RT";;@MikeSilvaMedia;#HurricaneSandy;"267767513738252288";https://twitter.com/PersiHellecat/status/267767513738252288
nora_hope_;2012-11-11 18:15;0;0;"school tomorrow... first day in 2 weeks. #hurricanesandy";;;#hurricanesandy;"267767494314430465";https://twitter.com/nora_hope_/status/267767494314430465
regeneodon;2012-11-11 18:15;0;0;"i probably should get started on my homework. #backtoschooltomorrow #hurricanesandy";;;#backtoschooltomorrow #hurricanesandy;"267767456133701634";https://twitter.com/regeneodon/status/267767456133701634
MoonlightChef;2012-11-11 18:15;0;0;"#AceConstructionSolutions is in #BelmarNJ Full service general contractor for cleanup from #HurricaneSandy . 855-840-4500. #RESTORETHESHORE";;;#AceConstructionSolutions #BelmarNJ #HurricaneSandy #RESTORETHESHORE;"267767455181598720";https://twitter.com/MoonlightChef/status/267767455181598720
PersiHellecat;2012-11-11 18:14;0;0;"@Tmick56 #HurricaneSandy benefit Nov 29 Tilles Center CW Post with Raul Ibanez, Michael Kay and more. Tickets available now! Please RT";;@Tmick56;#HurricaneSandy;"267767250646351873";https://twitter.com/PersiHellecat/status/267767250646351873
PersiHellecat;2012-11-11 18:13;0;0;"@stevesyankees #HurricaneSandy benefit Nov 29 Tilles Center CW Post with Raul Ibanez, Michael Kay and more. Tickets available now! Please RT";;@stevesyankees;#HurricaneSandy;"267767049718206465";https://twitter.com/PersiHellecat/status/267767049718206465
EURabbi;2012-11-11 18:12;1;0;"RT @LeviMargolin : Rabbi Levi Gurkov, Chabad Oceanside, NY leading psalms to merit #hurricanesandy affected areas, including Oceanside #kinus";;@LeviMargolin;#hurricanesandy #kinus;"267766859057750016";https://twitter.com/EURabbi/status/267766859057750016
PersiHellecat;2012-11-11 18:12;0;0;"@YankeesFacts #HurricaneSandy benefit Nov 29 Tilles Center CW Post with Raul Ibanez, Michael Kay and more. Tickets available now! Please RT";;@YankeesFacts;#HurricaneSandy;"267766852074217472";https://twitter.com/PersiHellecat/status/267766852074217472
PersiHellecat;2012-11-11 18:11;0;0;"@jaredp46 #HurricaneSandy benefit Nov 29 Tilles Center CW Post with Raul Ibanez, Michael Kay and more. Tickets available now! Please RT";;@jaredp46;#HurricaneSandy;"267766610301972480";https://twitter.com/PersiHellecat/status/267766610301972480
IPisBusiness;2012-11-11 18:11;0;0;"“ @deboraplehn : NYTimes: Hurricane Sandy and the Disaster-Preparedness Economy http:// nyti.ms/Q2T57K ” #HurricaneSandy #jobs";;@deboraplehn;#HurricaneSandy #jobs;"267766547697782786";https://twitter.com/IPisBusiness/status/267766547697782786
PersiHellecat;2012-11-11 18:11;0;0;"@BryanHoch #HurricaneSandy benefit Nov 29 Tilles Center CW Post with Raul Ibanez, Michael Kay and more. Tickets available now! Please RT";;@BryanHoch;#HurricaneSandy;"267766416306995200";https://twitter.com/PersiHellecat/status/267766416306995200
stephhh1124;2012-11-11 18:10;0;0;"Poster me and my friend from work made for the pizzeria. We so creative. #hurricanesandy #lifeatthepizzeria http:// instagr.am/p/R6D0kulE_n/";;;#hurricanesandy #lifeatthepizzeria;"267766387416653825";https://twitter.com/stephhh1124/status/267766387416653825
LeviMargolin;2012-11-11 18:10;0;0;"Rabbi Levi Gurkov, Chabad Oceanside, NY leading psalms to merit #hurricanesandy affected areas, including Oceanside. #kinus";;;#hurricanesandy #kinus;"267766244122431489";https://twitter.com/LeviMargolin/status/267766244122431489
PersiHellecat;2012-11-11 18:10;1;0;"@NYnellie43 #HurricaneSandy benefit Nov 29 Tilles Center CW Post with Raul Ibanez, Michael Kay and more. Tickets available now! Please RT";;@NYnellie43;#HurricaneSandy;"267766232646815746";https://twitter.com/PersiHellecat/status/267766232646815746
GreenBarNOLA;2012-11-11 18:10;0;0;"Donate Starpoints to Red Cross to help those affected by disasters like #hurricanesandy . SPG will match through Nov....";;;#hurricanesandy;"267766179194605568";https://twitter.com/GreenBarNOLA/status/267766179194605568
